idOferta;nick;pais;tipoVendedor;ventas;stock;language;quality;hayIconoEsp;iconoEsp;hayFoto;hayComentario;comentario;quantity;precio;moneda;finiOferta;ffinOferta
articleRow1320222252;MagicHistory-PERUGIA;Italy;Professional;16233,0;101372,0;Italian;LP;False;-;False;True;Store in Perugia!;1;41,98;€;2025-04-10;
articleRow1715885158;ChimeraTrading;Italy;Professional;4422,0;10827,0;Italian;GD;False;-;False;True;SHOWCASE;1;41,99;€;2025-04-10;
articleRow1800546425;Bulbicards;France;Private;440,0;16437,0;French;PO;False;-;True;True;Envoi rapide et soigné !;1;45,0;€;2025-04-10;
articleRow1804323893;Mikthail;Netherlands;Private;67,0;237,0;English;EX;False;-;True;True;Ask for more pictures (Y);1;55,0;€;2025-04-10;
articleRow1812452489;Kaartverkoop;Netherlands;Private;1975,0;5743,0;English;EX;False;-;False;True;b Binder good - If you want a photo you can always send a message;1;60,0;€;2025-04-10;
articleRow1634739827;KaonashiCards;Netherlands;Professional;91360,0;86314,0;English;EX;False;-;False;True;Cheap fast reliable shipping;1;64,99;€;2025-04-10;
articleRow1634311946;KaonashiCards;Netherlands;Professional;91360,0;86314,0;English;EX;True;Signed;False;True;Championship - Cheap fast reliable shipping;1;69,99;€;2025-04-10;
articleRow1524802171;thatdealer;Portugal;Private;31,0;36,0;English;NM;True;Signed;True;True;WC 2009;1;70,0;€;2025-04-10;
articleRow1590989047;Poke-dex;Netherlands;Private;1041,0;7472,0;English;NM;True;Signed;False;True;NM+/  Mewtwo LV.X - 144/146 - David Cohen 2009 World Championship Card;1;74,99;€;2025-04-10;
articleRow1772734958;Outpostgamecenter;Belgium;Private;96078,0;83196,0;English;PL;False;-;False;True;Holo Huge selection, no shipping on holidays and weekends.;1;76,17;€;2025-04-10;
articleRow1680021663;manaquelle;Germany;Professional;698,0;222,0;English;EX;False;-;True;True;Dein LGS in Bad Segeberg - Abholung möglich!;1;79,99;€;2025-04-10;
articleRow1791186055;Vuczko;Czech Republic;Private;30,0;20,0;English;PL;False;-;False;False;-;1;80,0;€;2025-04-10;
articleRow1783981938;Blackbied;Germany;Private;632,0;15,0;German;EX;False;-;True;True;Ask for backside pic;1;90,0;€;2025-04-10;
articleRow1759349087;ReCollectibles;Germany;Private;64561,0;4088,0;German;LP;False;-;False;True;DIFF-278293-LP-DE;1;94,94;€;2025-04-10;
articleRow1475650789;TN-Shop;Germany;Professional;2240,0;7192,0;German;NM;False;-;False;True;Back EX | in Toploader | Many valuable old Cards!;1;94,95;€;2025-04-10;
articleRow1817296106;Prooo-Danny;Austria;Private;29,0;58,0;German;NM;False;-;False;False;-;1;95,0;€;2025-04-10;
articleRow1697630790;LEYSERHALT;Germany;Private;28,0;87,0;German;EX;False;-;True;True;Back light whitening;1;99,0;€;2025-04-10;
articleRow1814558058;CartaRennes;France;Professional;6307,0;2173,0;French;PL;False;-;False;True;2 Pliures // Grand choix de cartes !!!;1;99,95;€;2025-04-10;
articleRow1513063095;tucotuco69;Italy;Private;339,0;195,0;English;EX;False;-;False;True;back bit damaged, ask for pic, beautiful card;1;120,0;€;2025-04-10;
articleRow1797767925;PikaTrick;Germany;Professional;9588,0;15367,0;English;NM;False;-;True;False;-;1;150,0;€;2025-04-10;
articleRow1789141403;CORP-F;France;Professional;42387,0;20377,0;French;LP;False;-;False;True;caisse admin;1;190,0;€;2025-04-10;
articleRow1818372558;KevinV94;Netherlands;Private;722,0;2181,0;English;NM;False;-;False;True;Check out my other cards;1;200,0;€;2025-04-10;
articleRow1732391097;Meilleir;France;Private;5,0;15,0;French;GD;False;-;True;False;-;1;200,0;€;2025-04-10;
articleRow1816248511;Lennydsv;France;Private;26,0;138,0;French;NM;False;-;False;True;photo sur demande - sleeve et top loader;1;495,0;€;2025-04-10;
articleRow1811925374;cricritotof89;France;Professional;1563,0;1522,0;French;NM;False;-;True;True;offre acceptée;1;499,9;€;2025-04-10;
articleRow1211915242;TCGringotts;Germany;Professional;31715,0;17847,0;German;PO;False;-;False;False;-;1;16,0;€;2025-04-14;
articleRow1779841857;Games-Island;Germany;Private;524057,0;26387,0;German;PO;False;-;False;True;Buy from the biggest TCG-Onlineshop in Europe! // BOX  - 1066 X;1;26,7;€;2025-04-14;
articleRow1820557841;FeralAnima;Croatia;Professional;2138,0;2385,0;English;GD;False;-;False;False;-;1;39,99;€;2025-04-14;
